name,year,date,pitch,whip,inning,fati
이동현,2016,07-23,22,0.0,1.2,44.0
이동현,2016,07-26,34,3.0,1.2,68.0
이동현,2016,07-28,13,1.0,0.2,39.0
이동현,2016,07-30,11,3.0,0.1,33.0
이동현,2016,07-31,2,1.0,0.0,8.0
이동현,2016,08-14,11,3.0,0.2,11.0
이동현,2016,08-17,33,3.0,2.2,66.0
이동현,2016,08-20,9,2.0,0.2,18.0
이동현,2016,08-21,23,2.0,1.2,92.0
이동현,2016,08-23,12,1.0,0.2,36.0
이동현,2016,08-25,18,1.0,1.0,54.0
이동현,2016,08-31,12,1.0,0.2,12.0
이동현,2016,09-01,6,0.0,0.1,24.0
이동현,2016,09-02,29,2.0,1.2,116.0
이동현,2016,09-04,3,1.0,0.1,9.0
이동현,2016,09-06,12,1.0,0.2,36.0
이동현,2016,09-08,25,5.0,1.0,75.0
이동현,2016,09-10,17,2.0,0.1,51.0
이동현,2016,09-14,18,1.0,0.2,27.0
이동현,2016,10-08,11,0.0,1.0,11.0
이동현,2016,10-14,30,3.0,2.1,30.0
이동현,2016,10-17,26,0.0,2.1,52.0
이현승,2014,4-1,13,2.0,0.0,13.0
이현승,2014,4-2,5,1.0,0.1,20.0
이현승,2014,4-3,4,0.0,0.1,16.0
이현승,2014,4-5,6,1.0,0.0,18.0
이현승,2014,4-9,17,0.0,1.0,25.5
이현승,2014,4-10,9,0.0,0.1,36.0
이현승,2014,4-16,19,1.0,1.0,19.0
이현승,2014,4-19,10,1.0,0.1,20.0
이현승,2014,4-20,11,0.0,1.0,44.0
이현승,2014,4-22,19,1.0,1.0,57.0
이현승,2014,4-24,13,3.0,0.1,39.0
이현승,2014,4-27,16,2.0,0.2,32.0
이현승,2014,4-29,16,0.0,1.0,48.0
이현승,2014,5-5,9,0.0,1.0,9.0
이현승,2014,5-7,13,0.0,1.0,39.0
이현승,2014,5-8,23,1.0,1.2,92.0
이현승,2014,5-13,6,0.0,0.1,6.0
이현승,2014,5-15,21,1.0,1.0,63.0
이현승,2014,5-16,6,0.0,0.2,24.0
이현승,2014,5-17,16,2.0,1.0,64.0
이현승,2014,5-23,11,1.0,0.1,11.0
이현승,2014,5-24,11,2.0,0.0,44.0
이현승,2014,5-25,6,1.0,0.0,24.0
이현승,2014,5-29,8,1.0,0.2,12.0
이현승,2014,5-30,10,0.0,0.2,40.0
이현승,2014,6-1,10,2.0,1.0,30.0
이현승,2014,6-4,13,1.0,0.1,26.0
이현승,2014,6-5,27,2.0,1.2,108.0
이현승,2014,6-8,34,5.0,1.2,68.0
이현승,2014,6-10,5,0.0,0.1,15.0
이현승,2014,6-12,11,1.0,0.2,33.0
이현승,2014,6-13,9,0.0,1.0,36.0
이현승,2014,6-14,21,2.0,1.0,84.0
이현승,2014,6-17,16,0.0,1.0,32.0
이현승,2014,6-18,9,2.0,0.1,36.0
이현승,2014,6-28,4,0.0,0.1,4.0
이현승,2014,7-4,11,1.0,0.2,11.0
이현승,2014,7-8,14,0.0,1.0,21.0
이현승,2014,7-9,19,2.0,1.0,76.0
이현승,2014,7-10,13,3.0,1.0,52.0
이현승,2014,7-12,1,0.0,0.1,3.0
이현승,2014,7-13,15,1.0,1.1,60.0
이현승,2014,7-16,20,3.0,0.2,40.0
이현승,2014,7-24,21,1.0,1.0,21.0
이현승,2014,8-1,11,1.0,0.1,11.0
이현승,2014,8-7,13,1.0,0.1,13.0
이현승,2014,8-8,21,3.0,1.0,84.0
이현승,2014,8-12,21,3.0,0.1,31.5
이현승,2014,8-16,18,2.0,0.2,27.0
이현승,2014,8-17,4,0.0,0.1,16.0
이현승,2014,8-19,6,0.0,0.1,18.0
이현승,2014,8-20,14,3.0,0.2,56.0
이현승,2014,8-22,11,2.0,0.2,33.0
이현승,2014,8-23,14,2.0,0.2,56.0
이현승,2014,8-27,7,1.0,1.0,10.5
이현승,2014,8-30,5,0.0,0.2,10.0
이현승,2014,8-31,14,2.0,1.0,56.0
이현승,2014,9-4,9,0.0,1.0,13.5
이현승,2014,9-5,2,0.0,0.1,8.0
이현승,2014,9-7,29,4.0,0.2,87.0
이현승,2014,9-12,20,1.0,0.2,20.0
이현승,2014,9-14,19,0.0,1.0,57.0
이현승,2014,10-5,70,6.0,5.0,70.0
이현승,2014,10-10,44,5.0,1.1,44.0
이현승,2014,10-16,79,8.0,5.0,79.0
이현승,2015,6-9,12,0.0,1.1,12.0
이현승,2015,6-11,5,0.0,0.1,15.0
이현승,2015,6-12,27,3.0,1.0,108.0
이현승,2015,6-13,6,2.0,0.1,24.0
이현승,2015,6-16,24,2.0,1.2,48.0
이현승,2015,6-18,20,1.0,1.2,60.0
이현승,2015,6-19,16,3.0,1.2,64.0
이현승,2015,6-24,5,1.0,0.1,5.0
이현승,2015,6-27,10,0.0,0.2,20.0
이현승,2015,7-1,16,1.0,0.2,24.0
이현승,2015,7-3,16,0.0,1.0,48.0
이현승,2015,7-5,18,1.0,1.2,54.0
이현승,2015,7-8,5,0.0,0.2,10.0
이현승,2015,7-9,17,2.0,1.0,68.0
이현승,2015,7-10,18,2.0,1.0,72.0
이현승,2015,7-16,6,0.0,0.2,6.0
이현승,2015,7-24,1,0.0,0.1,1.0
이현승,2015,7-26,18,3.0,1.0,54.0
이현승,2015,7-29,9,2.0,0.2,18.0
이현승,2015,8-2,15,0.0,2.0,22.5
이현승,2015,8-4,9,1.0,1.0,27.0
이현승,2015,8-7,25,6.0,1.0,50.0
이현승,2015,8-8,4,0.0,0.1,16.0
이현승,2015,8-15,27,3.0,1.1,27.0
이현승,2015,8-19,27,5.0,1.1,40.5
이현승,2015,8-21,32,4.0,2.0,96.0
이현승,2015,8-23,15,1.0,1.0,45.0
이현승,2015,8-26,16,0.0,1.0,32.0
이현승,2015,8-28,18,0.0,1.1,54.0
이현승,2015,8-30,32,2.0,2.0,96.0
이현승,2015,9-1,21,2.0,1.1,63.0
이현승,2015,9-2,12,0.0,1.0,48.0
이현승,2015,9-4,21,1.0,1.1,63.0
이현승,2015,9-10,7,1.0,0.2,7.0
이현승,2015,9-13,19,1.0,1.0,38.0
이현승,2015,9-16,30,2.0,2.0,60.0
이현승,2015,9-22,18,0.0,1.1,18.0
이현승,2015,9-24,18,0.0,1.1,54.0
이현승,2015,9-28,11,1.0,1.0,16.5
이현승,2015,10-1,19,0.0,1.1,38.0
이현승,2015,10-3,33,2.0,2.1,99.0
이현승,2016,4-1,16,0.0,1.0,16.0
이현승,2016,4-6,16,0.0,1.0,16.0
이현승,2016,4-8,45,5.0,1.2,135.0
이현승,2016,4-13,14,2.0,1.0,14.0
이현승,2016,4-15,9,1.0,1.0,27.0
이현승,2016,4-19,12,1.0,1.0,18.0
이현승,2016,4-23,16,0.0,1.0,24.0
이현승,2016,4-24,17,1.0,1.0,68.0
이현승,2016,4-26,25,2.0,2.0,75.0
이현승,2016,4-28,13,1.0,0.1,39.0
이현승,2016,4-30,25,2.0,1.1,75.0
이현승,2016,5-1,11,1.0,1.0,44.0
이현승,2016,5-5,7,0.0,0.0,10.5
이현승,2016,5-10,12,0.0,1.0,12.0
이현승,2016,5-11,15,0.0,1.0,60.0
이현승,2016,5-13,9,0.0,1.0,27.0
이현승,2016,5-15,18,1.0,1.0,54.0
이현승,2016,5-17,15,2.0,1.0,45.0
이현승,2016,5-21,21,3.0,1.0,31.5
이현승,2016,5-24,13,1.0,1.0,26.0
이현승,2016,5-25,9,0.0,1.0,36.0
이현승,2016,5-26,12,1.0,1.0,48.0
이현승,2016,5-28,18,3.0,1.0,54.0
이현승,2016,5-31,28,4.0,1.1,56.0
이현승,2016,6-3,13,0.0,1.0,26.0
이현승,2016,6-10,16,1.0,1.0,16.0
이현승,2016,6-11,30,3.0,1.2,120.0
이현승,2016,6-15,14,2.0,1.0,21.0
이현승,2016,6-18,29,3.0,1.0,58.0
이현승,2016,6-19,16,1.0,1.0,64.0
이현승,2016,6-25,24,4.0,1.0,24.0
이현승,2016,6-26,24,4.0,0.2,96.0
이현승,2016,7-2,27,1.0,1.1,27.0
이현승,2016,7-7,14,1.0,1.0,14.0
이현승,2016,7-9,17,3.0,1.1,51.0
이현승,2016,7-19,12,0.0,1.0,12.0
이현승,2016,7-24,16,2.0,1.1,16.0
이현승,2016,7-29,43,3.0,2.0,43.0
이현승,2016,8-3,6,1.0,0.1,6.0
이현승,2016,8-4,33,1.0,1.2,132.0
이현승,2016,8-7,8,0.0,0.2,16.0
이현승,2016,8-11,10,0.0,1.0,15.0
이현승,2016,8-12,9,1.0,1.0,36.0
이현승,2016,8-23,36,3.0,2.0,36.0
이현승,2016,8-28,13,1.0,0.2,13.0
이현승,2016,9-3,29,5.0,0.2,29.0
이현승,2016,9-6,21,4.0,1.0,42.0
이현승,2016,9-7,13,1.0,1.0,52.0
이현승,2016,9-11,13,0.0,0.2,19.5
이현승,2016,9-13,14,0.0,1.0,42.0
이현승,2016,9-15,12,2.0,0.1,36.0
이현승,2016,9-23,21,2.0,1.0,21.0
이현승,2016,9-27,17,0.0,0.2,25.5
이현승,2016,9-28,12,1.0,1.0,48.0
이현승,2016,10-4,14,0.0,1.0,14.0
이현승,2016,10-8,13,1.0,1.0,19.5
이현승,2016,10-29,4,0.0,0.2,4.0
이현승,2016,10-30,3,0.0,0.1,12.0
이현승,2016,11-2,38,0.0,2.2,76.0
이민호,2014,4-3,20,1.0,2.0,20.0
이민호,2014,4-5,32,2.0,2.0,96.0
이민호,2014,4-8,22,4.0,0.2,44.0
이민호,2014,4-11,57,8.0,3.0,114.0
이민호,2014,4-19,85,3.0,5.1,85.0
이민호,2014,4-24,95,6.0,3.2,95.0
이민호,2014,5-1,10,1.0,0.1,10.0
이민호,2014,5-4,101,7.0,5.2,202.0
이민호,2014,5-9,120,10.0,6.0,120.0
이민호,2014,5-15,99,8.0,5.2,99.0
이민호,2014,5-21,97,11.0,4.1,97.0
이민호,2014,5-31,68,8.0,4.0,68.0
이민호,2014,6-13,53,5.0,1.1,53.0
이민호,2014,6-18,9,1.0,0.1,9.0
이민호,2014,6-20,76,11.0,3.1,228.0
이민호,2014,6-26,11,0.0,1.0,11.0
이민호,2014,6-27,21,1.0,1.0,84.0
이민호,2014,7-3,39,1.0,2.1,39.0
이민호,2014,7-5,27,2.0,1.2,81.0
이민호,2014,7-7,7,0.0,1.0,21.0
이민호,2014,7-12,15,0.0,1.1,15.0
이민호,2014,7-16,13,0.0,1.1,19.5
이민호,2014,7-22,9,2.0,0.0,9.0
이민호,2014,7-23,11,0.0,0.1,44.0
이민호,2014,7-25,14,2.0,1.0,42.0
이민호,2014,7-27,18,1.0,1.0,54.0
이민호,2014,7-29,25,3.0,1.1,75.0
이민호,2014,7-30,15,2.0,1.0,60.0
이민호,2014,8-2,36,3.0,1.2,72.0
이민호,2014,8-5,19,1.0,2.0,38.0
이민호,2014,8-7,18,1.0,1.0,54.0
이민호,2014,8-11,14,0.0,0.2,21.0
이민호,2014,8-13,17,1.0,1.2,51.0
이민호,2014,8-16,13,2.0,0.2,26.0
이민호,2014,8-17,9,0.0,1.0,36.0
이민호,2014,8-21,18,0.0,1.1,27.0
이민호,2014,8-23,18,3.0,1.0,54.0
이민호,2014,8-27,19,2.0,1.0,28.5
이민호,2014,8-31,28,0.0,2.1,42.0
이민호,2014,9-2,8,1.0,1.0,24.0
이민호,2014,9-6,13,2.0,1.0,19.5
이민호,2014,9-7,17,0.0,1.0,68.0
이민호,2014,9-9,26,3.0,1.2,78.0
이민호,2014,9-10,16,2.0,0.2,64.0
이민호,2014,9-12,21,1.0,1.0,63.0
이민호,2014,9-13,2,0.0,0.1,8.0
이민호,2014,9-14,14,2.0,0.2,56.0
이민호,2014,10-2,9,0.0,1.0,9.0
이민호,2014,10-4,28,3.0,1.1,84.0
이민호,2014,10-9,21,2.0,1.0,21.0
이민호,2014,10-17,22,2.0,1.0,22.0
이민호,2014,10-19,6,0.0,0.1,18.0
이민호,2014,10-22,19,2.0,1.0,38.0
이민호,2014,10-24,10,1.0,0.2,30.0
이민호,2014,10-25,13,4.0,0.0,52.0
이민호,2015,3-28,9,3.0,0.0,9.0
이민호,2015,4-1,15,1.0,1.0,22.5
이민호,2015,4-3,21,1.0,1.0,63.0
이민호,2015,4-5,8,0.0,0.2,24.0
이민호,2015,4-8,12,0.0,1.0,24.0
이민호,2015,4-9,32,3.0,2.0,128.0
이민호,2015,4-11,23,2.0,1.2,69.0
이민호,2015,4-16,41,4.0,2.0,41.0
이민호,2015,4-18,26,3.0,0.2,78.0
이민호,2015,4-22,22,4.0,0.1,33.0
이민호,2015,4-25,18,0.0,1.0,36.0
이민호,2015,4-28,23,2.0,1.1,46.0
이민호,2015,5-2,9,0.0,1.0,13.5
이민호,2015,5-5,13,1.0,1.0,26.0
이민호,2015,5-7,24,2.0,1.1,72.0
이민호,2015,5-8,23,1.0,1.0,92.0
이민호,2015,5-10,33,2.0,2.0,99.0
이민호,2015,5-14,29,3.0,1.1,43.5
이민호,2015,5-15,25,4.0,1.0,100.0
이민호,2015,5-20,23,2.0,1.2,46.0
이민호,2015,5-21,19,3.0,0.2,76.0
이민호,2015,5-23,18,1.0,1.0,54.0
이민호,2015,5-24,24,2.0,1.1,96.0
이민호,2015,5-27,22,2.0,1.0,44.0
이민호,2015,5-30,35,2.0,2.0,70.0
이민호,2015,5-31,20,2.0,1.0,80.0
이민호,2015,6-3,23,0.0,1.1,46.0
이민호,2015,6-6,70,4.0,5.0,140.0
이민호,2015,6-13,10,0.0,1.1,10.0
이민호,2015,6-17,58,7.0,1.2,87.0
이민호,2015,6-21,13,0.0,1.0,19.5
이민호,2015,6-23,25,3.0,1.2,75.0
이민호,2015,6-27,14,0.0,1.0,21.0
이민호,2015,6-28,18,1.0,1.0,72.0
이민호,2015,7-1,12,1.0,1.0,24.0
이민호,2015,7-3,47,6.0,3.0,141.0
이민호,2015,7-10,5,0.0,0.1,5.0
이민호,2015,7-11,10,2.0,0.1,40.0
이민호,2015,7-15,9,0.0,0.2,13.5
이민호,2015,7-16,76,5.0,4.2,304.0
이민호,2015,7-21,34,4.0,1.0,34.0
이민호,2015,7-23,7,2.0,0.2,21.0
이민호,2015,7-26,41,4.0,2.0,82.0
이민호,2015,7-30,86,9.0,4.0,129.0
이민호,2015,8-5,89,6.0,6.0,89.0
이민호,2015,8-11,106,9.0,5.0,106.0
이민호,2015,8-16,66,6.0,2.0,66.0
이민호,2015,8-26,18,3.0,0.0,18.0
이민호,2015,8-30,72,3.0,5.1,108.0
이민호,2015,9-3,14,1.0,1.1,21.0
이민호,2015,9-5,40,4.0,2.2,120.0
이민호,2015,9-9,18,0.0,1.1,27.0
이민호,2015,9-10,19,1.0,0.2,76.0
이민호,2015,9-12,24,3.0,0.1,72.0
이민호,2015,9-18,22,2.0,1.0,22.0
이민호,2015,9-20,16,0.0,2.0,48.0
이민호,2015,9-22,1,0.0,0.1,3.0
이민호,2015,9-25,9,0.0,0.1,18.0
이민호,2015,9-27,15,2.0,0.2,45.0
이민호,2015,9-30,26,1.0,1.2,52.0
이민호,2015,10-2,17,3.0,1.0,51.0
이민호,2015,10-3,4,0.0,0.1,16.0
이민호,2015,10-5,15,1.0,1.0,45.0
이민호,2016,4-6,94,5.0,5.2,94.0
이민호,2016,4-12,66,10.0,2.0,66.0
이민호,2016,4-17,96,8.0,5.0,96.0
이민호,2016,4-23,76,9.0,3.0,76.0
이민호,2016,5-1,111,5.0,6.2,111.0
이민호,2016,5-8,81,8.0,5.1,81.0
이민호,2016,5-15,102,6.0,7.0,102.0
이민호,2016,5-21,92,9.0,5.0,92.0
이민호,2016,5-27,93,10.0,5.1,93.0
이민호,2016,6-2,119,8.0,7.0,119.0
이민호,2016,6-8,91,6.0,5.0,91.0
이민호,2016,6-14,108,13.0,6.0,108.0
이민호,2016,6-21,82,7.0,4.2,82.0
이민호,2016,6-28,94,11.0,4.2,94.0
이민호,2016,7-7,92,9.0,5.0,92.0
이민호,2016,7-13,75,7.0,5.0,75.0
이민호,2016,7-21,79,9.0,5.0,79.0
이민호,2016,7-27,22,4.0,1.0,22.0
이민호,2016,7-30,86,12.0,5.0,172.0
이민호,2016,8-5,30,6.0,0.1,30.0
이민호,2016,8-10,82,10.0,4.1,82.0
이민호,2016,8-14,19,2.0,1.1,28.5
이민호,2016,8-17,11,2.0,0.2,22.0
이민호,2016,8-19,13,0.0,1.0,39.0
이민호,2016,8-24,21,2.0,1.1,21.0
이민호,2016,8-26,36,3.0,1.1,108.0
이민호,2016,8-30,28,1.0,2.0,42.0
이민호,2016,9-1,13,1.0,1.0,39.0
이민호,2016,9-3,13,1.0,1.0,39.0
이민호,2016,9-4,26,2.0,2.0,104.0
이민호,2016,9-6,27,4.0,1.1,81.0
이민호,2016,9-9,19,3.0,1.0,38.0
이민호,2016,9-10,36,2.0,2.1,144.0
이민호,2016,9-14,27,3.0,0.2,40.5
이민호,2016,9-15,7,0.0,0.1,28.0
이민호,2016,9-17,28,1.0,2.0,84.0
이민호,2016,9-18,34,2.0,1.2,136.0
이민호,2016,9-21,30,1.0,2.0,60.0
이민호,2016,9-22,10,1.0,1.0,40.0
이민호,2016,9-24,23,2.0,2.0,69.0
이민호,2016,9-25,21,1.0,1.0,84.0
이민호,2016,9-29,20,2.0,1.1,30.0
이민호,2016,10-2,13,0.0,1.0,26.0
이민호,2016,10-4,18,3.0,0.2,54.0
이민호,2016,10-9,45,3.0,2.2,45.0
이민호,2016,10-22,4,0.0,0.1,4.0
이민호,2016,10-24,44,0.0,3.0,132.0
이민호,2016,10-25,14,0.0,1.0,56.0
이민호,2016,10-29,28,2.0,2.1,42.0
이민호,2016,11-1,22,4.0,0.2,44.0
이민호,2016,11-2,27,4.0,1.0,108.0
송창식,2014,3-30,22,2.0,1.0,22.0
송창식,2014,4-1,24,3.0,1.0,72.0
송창식,2014,4-5,18,2.0,1.0,27.0
송창식,2014,4-8,13,1.0,0.2,26.0
송창식,2014,4-10,3,1.0,0.0,9.0
송창식,2014,4-11,27,1.0,1.2,108.0
송창식,2014,4-13,34,1.0,3.0,102.0
송창식,2014,4-15,12,2.0,0.1,36.0
송창식,2014,4-18,28,2.0,1.1,56.0
송창식,2014,4-22,16,2.0,1.0,24.0
송창식,2014,4-23,9,1.0,0.2,36.0
송창식,2014,5-7,38,1.0,2.2,38.0
송창식,2014,5-9,45,3.0,3.1,135.0
송창식,2014,5-15,8,0.0,0.2,8.0
송창식,2014,5-16,17,1.0,1.0,68.0
송창식,2014,5-17,50,3.0,2.2,200.0
송창식,2014,5-21,3,1.0,0.0,4.5
송창식,2014,5-24,20,1.0,0.2,40.0
송창식,2014,5-25,8,2.0,0.0,32.0
송창식,2014,5-28,16,2.0,1.0,32.0
송창식,2014,5-31,10,2.0,0.2,20.0
송창식,2014,6-5,13,2.0,0.1,13.0
송창식,2014,6-8,8,2.0,0.0,16.0
송창식,2014,6-10,56,3.0,3.2,168.0
송창식,2014,6-15,23,7.0,0.1,23.0
송창식,2014,6-22,6,1.0,0.1,6.0
송창식,2015,3-28,18,1.0,1.1,18.0
송창식,2015,3-29,3,1.0,0.0,12.0
송창식,2015,4-10,46,3.0,2.1,46.0
송창식,2015,4-11,28,1.0,1.2,112.0
송창식,2015,4-14,5,0.0,0.1,10.0
송창식,2015,4-15,1,0.0,0.1,4.0
송창식,2015,4-21,3,1.0,0.0,3.0
송창식,2015,4-23,28,1.0,1.2,84.0
송창식,2015,4-25,92,7.0,5.0,276.0
송창식,2015,4-29,22,2.0,1.0,33.0
송창식,2015,5-1,36,3.0,1.2,108.0
송창식,2015,5-2,12,0.0,0.2,48.0
송창식,2015,5-3,38,3.0,3.0,152.0
송창식,2015,5-5,44,3.0,2.2,132.0
송창식,2015,5-6,10,2.0,0.0,40.0
송창식,2015,5-8,23,2.0,1.2,69.0
송창식,2015,5-9,5,1.0,0.1,20.0
송창식,2015,5-12,31,3.0,1.0,62.0
송창식,2015,5-16,78,6.0,4.0,117.0
송창식,2015,5-20,58,5.0,3.1,87.0
송창식,2015,5-26,11,2.0,0.1,11.0
송창식,2015,5-28,7,0.0,0.1,21.0
송창식,2015,5-29,32,2.0,1.2,128.0
송창식,2015,5-30,7,1.0,0.1,28.0
송창식,2015,6-2,19,2.0,0.2,38.0
송창식,2015,6-4,34,5.0,0.2,102.0
송창식,2015,6-6,59,4.0,4.0,177.0
송창식,2015,6-10,11,0.0,0.2,16.5
송창식,2015,6-11,11,1.0,0.1,44.0
송창식,2015,6-13,70,4.0,5.0,210.0
송창식,2015,6-18,88,6.0,6.0,88.0
송창식,2015,6-28,67,7.0,3.2,67.0
송창식,2015,7-3,29,2.0,2.1,29.0
송창식,2015,7-10,75,5.0,4.2,75.0
송창식,2015,7-14,24,1.0,1.2,36.0
송창식,2015,7-15,25,2.0,1.0,100.0
송창식,2015,7-16,27,4.0,1.0,108.0
송창식,2015,7-22,31,4.0,1.0,31.0
송창식,2015,7-25,14,0.0,0.2,28.0
송창식,2015,7-26,2,1.0,0.2,8.0
송창식,2015,7-29,16,5.0,0.0,32.0
송창식,2015,8-1,72,8.0,2.1,144.0
송창식,2015,8-4,40,5.0,2.0,80.0
송창식,2015,8-7,5,1.0,0.1,10.0
송창식,2015,8-8,18,1.0,0.2,72.0
송창식,2015,8-12,106,6.0,6.1,159.0
송창식,2015,8-20,108,10.0,5.0,108.0
송창식,2015,8-26,34,4.0,1.0,34.0
송창식,2015,8-28,26,2.0,1.2,78.0
송창식,2015,8-30,11,0.0,0.2,33.0
송창식,2015,9-1,10,1.0,1.0,30.0
송창식,2015,9-2,19,1.0,1.1,76.0
송창식,2015,9-3,3,1.0,0.0,12.0
송창식,2015,9-5,117,9.0,7.0,351.0
송창식,2015,9-9,31,5.0,1.0,46.5
송창식,2015,9-11,15,2.0,1.0,45.0
송창식,2015,9-13,3,0.0,0.1,9.0
송창식,2015,9-15,79,2.0,5.1,237.0
송창식,2015,9-19,28,5.0,0.2,42.0
송창식,2015,9-20,24,5.0,1.0,96.0
송창식,2015,9-26,9,0.0,0.2,9.0
송창식,2015,9-28,19,4.0,0.2,57.0
송창식,2015,9-29,14,3.0,0.0,56.0
송창식,2015,10-3,9,1.0,0.1,13.5
송창식,2016,4-1,18,2.0,0.1,18.0
송창식,2016,4-2,34,1.0,2.1,136.0
송창식,2016,4-6,14,2.0,0.1,21.0
송창식,2016,4-9,69,6.0,3.2,138.0
송창식,2016,4-13,15,2.0,0.2,22.5
송창식,2016,4-14,90,11.0,4.1,360.0
송창식,2016,4-19,9,1.0,0.2,9.0
송창식,2016,4-21,61,5.0,3.0,183.0
송창식,2016,4-23,32,3.0,1.0,96.0
송창식,2016,4-26,8,1.0,0.1,16.0
송창식,2016,4-28,31,1.0,2.0,93.0
송창식,2016,4-29,16,3.0,0.0,64.0
송창식,2016,5-1,25,2.0,2.1,75.0
송창식,2016,5-3,22,1.0,2.0,66.0
송창식,2016,5-4,14,2.0,0.0,56.0
송창식,2016,5-6,26,4.0,2.1,78.0
송창식,2016,5-7,7,1.0,0.1,28.0
송창식,2016,5-11,16,1.0,1.0,24.0
송창식,2016,5-15,48,5.0,1.2,72.0
송창식,2016,5-19,13,2.0,0.2,19.5
송창식,2016,5-21,15,1.0,0.2,45.0
송창식,2016,5-22,11,2.0,0.1,44.0
송창식,2016,5-25,14,1.0,1.0,28.0
송창식,2016,5-27,42,3.0,3.1,126.0
송창식,2016,5-28,7,1.0,0.2,28.0
송창식,2016,5-31,16,1.0,1.0,32.0
송창식,2016,6-1,19,3.0,1.0,76.0
송창식,2016,6-3,23,2.0,1.0,69.0
송창식,2016,6-4,50,5.0,2.0,200.0
송창식,2016,6-7,35,1.0,2.2,70.0
송창식,2016,6-9,13,2.0,0.0,39.0
송창식,2016,6-10,6,0.0,0.2,24.0
송창식,2016,6-11,31,3.0,1.0,124.0
송창식,2016,6-14,38,3.0,3.0,76.0
송창식,2016,6-16,26,2.0,1.1,78.0
송창식,2016,6-18,44,2.0,2.2,132.0
송창식,2016,6-21,6,0.0,0.2,12.0
송창식,2016,6-23,13,1.0,1.0,39.0
송창식,2016,6-24,14,1.0,0.2,56.0
송창식,2016,6-25,4,0.0,0.1,16.0
송창식,2016,6-29,22,4.0,2.1,33.0
송창식,2016,7-6,22,0.0,2.1,22.0
송창식,2016,7-7,6,1.0,0.2,24.0
송창식,2016,7-8,13,2.0,0.1,52.0
송창식,2016,7-12,24,2.0,1.0,36.0
송창식,2016,7-14,48,0.0,2.1,144.0
송창식,2016,7-19,22,3.0,1.0,22.0
송창식,2016,7-21,54,0.0,4.0,162.0
송창식,2016,7-23,31,1.0,2.1,93.0
송창식,2016,7-27,15,0.0,1.1,22.5
송창식,2016,7-28,7,1.0,0.1,28.0
송창식,2016,7-29,25,0.0,2.1,100.0
송창식,2016,7-30,32,4.0,1.1,128.0
송창식,2016,8-2,35,2.0,2.0,70.0
송창식,2016,8-4,58,4.0,3.2,174.0
송창식,2016,8-6,25,3.0,1.1,75.0
송창식,2016,8-9,3,1.0,0.0,6.0
송창식,2016,8-10,38,5.0,1.1,152.0
송창식,2016,8-11,25,1.0,2.0,100.0
송창식,2016,8-13,45,4.0,2.0,135.0
송창식,2016,8-14,28,2.0,2.0,112.0
송창식,2016,8-17,22,1.0,0.2,44.0
송창식,2016,8-18,35,1.0,3.0,140.0
송창식,2016,8-20,22,1.0,1.2,66.0
송창식,2016,8-21,18,4.0,1.0,72.0
송창식,2016,8-24,30,5.0,1.1,60.0
최영필,2014,6-1,14,0.0,1.1,14.0
최영필,2014,6-3,7,0.0,0.2,21.0
최영필,2014,6-5,33,3.0,2.0,99.0
최영필,2014,6-7,10,0.0,1.0,30.0
최영필,2014,6-10,35,4.0,2.0,70.0
최영필,2014,6-12,20,0.0,2.0,60.0
최영필,2014,6-15,25,1.0,2.0,50.0
최영필,2014,6-19,31,2.0,1.0,46.5
최영필,2014,6-24,29,6.0,1.0,29.0
최영필,2014,6-26,16,1.0,1.1,48.0
최영필,2014,7-1,22,0.0,2.0,22.0
최영필,2014,7-3,17,1.0,1.0,51.0
최영필,2014,7-4,26,2.0,1.1,104.0
최영필,2014,7-8,12,2.0,0.2,18.0
최영필,2014,7-10,11,0.0,1.0,33.0
최영필,2014,7-12,29,3.0,2.0,87.0
최영필,2014,7-13,26,2.0,2.0,104.0
최영필,2014,7-22,20,2.0,1.2,20.0
최영필,2014,7-24,11,1.0,0.2,33.0
최영필,2014,7-25,13,1.0,1.0,52.0
최영필,2014,7-29,10,1.0,0.2,15.0
최영필,2014,7-30,12,1.0,0.2,48.0
최영필,2014,8-1,32,5.0,1.1,96.0
최영필,2014,8-8,13,0.0,1.0,13.0
최영필,2014,8-9,6,0.0,0.2,24.0
최영필,2014,8-10,28,2.0,2.0,112.0
최영필,2014,8-12,15,2.0,1.0,45.0
최영필,2014,8-22,20,2.0,1.0,20.0
최영필,2014,8-28,35,1.0,2.0,35.0
최영필,2014,8-31,30,2.0,1.2,60.0
최영필,2014,9-6,11,0.0,1.0,11.0
최영필,2014,9-9,20,1.0,1.0,40.0
최영필,2014,9-11,27,3.0,1.1,81.0
최영필,2014,9-13,26,2.0,1.2,78.0
최영필,2014,10-2,26,2.0,1.0,26.0
최영필,2014,10-3,28,2.0,2.0,112.0
최영필,2014,10-9,35,3.0,2.0,35.0
최영필,2014,10-11,34,2.0,2.0,102.0
최영필,2014,10-13,24,3.0,1.0,72.0
최영필,2014,10-17,24,2.0,1.0,36.0
최영필,2015,3-28,1,0.0,0.1,1.0
최영필,2015,3-29,21,1.0,1.0,84.0
최영필,2015,4-1,10,1.0,1.0,20.0
최영필,2015,4-4,32,3.0,2.0,64.0
최영필,2015,4-10,10,1.0,0.1,10.0
최영필,2015,4-11,7,0.0,1.0,28.0
최영필,2015,4-16,11,1.0,0.2,11.0
