name,year,date,pitch,whip,inning,fati
전유수,2014,05-29,40,3.0,2.0,40.0
전유수,2014,05-31,4,2.0,0.0,12.0
전유수,2014,06-01,21,4.0,0.2,84.0
전유수,2014,06-04,4,0.0,0.1,8.0
전유수,2014,06-07,31,2.0,2.0,62.0
전유수,2014,06-15,6,1.0,1.0,6.0
전유수,2014,06-17,25,3.0,1.2,75.0
전유수,2014,06-19,22,2.0,0.2,66.0
전유수,2014,06-22,23,2.0,1.2,46.0
전유수,2014,06-24,29,4.0,1.0,87.0
전유수,2014,06-26,19,2.0,2.0,57.0
전유수,2014,06-28,16,3.0,0.2,48.0
전유수,2014,06-29,38,3.0,1.1,152.0
전유수,2014,07-03,15,1.0,1.1,22.5
전유수,2014,07-04,16,2.0,0.2,64.0
전유수,2014,07-07,26,2.0,2.0,52.0
전유수,2014,07-09,35,3.0,2.1,105.0
전유수,2014,07-10,26,2.0,1.2,104.0
전유수,2014,07-12,33,5.0,0.2,99.0
전유수,2014,07-15,23,3.0,1.0,46.0
전유수,2014,07-27,21,2.0,1.0,21.0
전유수,2014,07-28,31,3.0,2.1,124.0
전유수,2014,08-08,10,0.0,0.2,10.0
전유수,2014,08-09,14,1.0,1.0,56.0
전유수,2014,08-12,23,0.0,1.2,46.0
전유수,2014,08-14,19,1.0,1.0,57.0
전유수,2014,08-20,19,1.0,2.0,19.0
전유수,2014,08-22,21,4.0,1.0,63.0
전유수,2014,08-23,23,3.0,1.0,92.0
전유수,2014,08-24,30,3.0,1.0,120.0
전유수,2014,08-28,18,1.0,1.0,27.0
전유수,2014,08-30,18,1.0,1.0,54.0
전유수,2014,08-31,20,2.0,1.0,80.0
전유수,2014,09-02,28,4.0,1.2,84.0
전유수,2014,09-04,22,3.0,0.2,66.0
전유수,2014,09-06,28,3.0,1.1,84.0
전유수,2014,09-09,13,3.0,0.1,26.0
전유수,2014,09-13,24,3.0,1.1,36.0
전유수,2014,09-14,23,3.0,1.2,92.0
전유수,2014,10-01,29,4.0,1.0,29.0
전유수,2014,10-05,19,2.0,1.0,28.5
전유수,2014,10-07,25,0.0,1.2,75.0
전유수,2014,10-11,32,1.0,2.0,48.0
전유수,2014,10-13,29,3.0,2.0,87.0
전유수,2014,10-16,44,2.0,3.0,88.0
전유수,2015,04-01,25,2.0,0.2,25.0
전유수,2015,04-04,17,1.0,1.0,34.0
전유수,2015,04-05,12,1.0,0.2,48.0
전유수,2015,04-07,25,1.0,1.2,75.0
전유수,2015,04-11,17,2.0,0.2,25.5
전유수,2015,04-15,4,0.0,0.1,6.0
전유수,2015,04-21,30,3.0,1.1,30.0
전유수,2015,04-24,16,0.0,2.0,32.0
전유수,2015,04-26,24,3.0,1.0,72.0
전유수,2015,04-28,16,1.0,1.2,48.0
전유수,2015,04-30,17,2.0,1.0,51.0
전유수,2015,05-02,37,2.0,2.0,111.0
전유수,2015,05-05,41,3.0,1.2,82.0
전유수,2015,05-08,12,0.0,1.0,24.0
전유수,2015,05-09,15,2.0,0.1,60.0
전유수,2015,05-10,5,0.0,0.1,20.0
전유수,2015,05-14,22,1.0,1.1,33.0
전유수,2015,05-16,33,3.0,1.1,99.0
전유수,2015,05-19,21,2.0,1.1,42.0
전유수,2015,05-22,22,1.0,1.2,44.0
전유수,2015,05-24,16,2.0,0.1,48.0
전유수,2015,05-26,14,2.0,0.0,42.0
전유수,2015,05-30,30,3.0,1.0,45.0
전유수,2015,06-02,26,1.0,1.2,52.0
전유수,2015,06-06,43,4.0,1.2,64.5
전유수,2015,06-12,9,0.0,0.2,9.0
전유수,2015,06-14,28,2.0,2.0,84.0
전유수,2015,06-17,5,2.0,0.1,10.0
전유수,2015,06-18,26,2.0,1.1,104.0
전유수,2015,06-19,9,2.0,0.0,36.0
전유수,2015,06-27,28,1.0,2.0,28.0
전유수,2015,06-28,16,0.0,1.1,64.0
전유수,2015,07-01,23,1.0,1.2,46.0
전유수,2015,07-03,22,1.0,1.2,66.0
전유수,2015,07-04,26,3.0,0.2,104.0
전유수,2015,07-10,32,2.0,1.2,32.0
전유수,2015,07-14,19,3.0,0.2,28.5
전유수,2015,07-15,38,3.0,1.2,152.0
전유수,2015,07-21,23,3.0,1.0,23.0
전유수,2015,07-29,20,1.0,0.2,20.0
전유수,2015,07-30,20,0.0,1.0,80.0
전유수,2015,08-01,36,5.0,1.1,108.0
전유수,2015,08-05,9,1.0,0.1,13.5
전유수,2015,08-07,27,2.0,1.0,81.0
전유수,2015,08-08,14,2.0,0.0,56.0
전유수,2015,08-09,52,3.0,3.1,208.0
전유수,2015,08-15,26,3.0,1.0,26.0
전유수,2015,08-17,14,1.0,1.1,42.0
전유수,2015,08-20,14,1.0,1.2,28.0
전유수,2015,08-21,26,1.0,2.0,104.0
전유수,2015,08-22,14,0.0,0.1,56.0
전유수,2015,08-26,29,2.0,1.2,43.5
전유수,2015,08-29,40,4.0,2.1,80.0
전유수,2015,09-01,18,2.0,1.0,36.0
전유수,2015,09-03,13,0.0,1.0,39.0
전유수,2015,09-05,39,3.0,2.1,117.0
전유수,2015,09-11,44,4.0,2.0,44.0
전유수,2015,09-16,8,0.0,1.0,8.0
전유수,2015,09-19,16,2.0,0.2,32.0
전유수,2015,09-20,19,0.0,1.0,76.0
전유수,2015,09-24,22,1.0,1.1,33.0
전유수,2015,09-25,16,0.0,1.0,64.0
전유수,2015,09-29,11,0.0,1.0,16.5
전유수,2015,09-30,15,1.0,0.2,60.0
전유수,2015,10-02,40,2.0,1.1,120.0
전유수,2016,04-20,20,1.0,1.0,20.0
전유수,2016,04-22,15,3.0,0.1,45.0
전유수,2016,04-23,16,1.0,1.0,64.0
전유수,2016,04-28,11,1.0,0.2,11.0
전유수,2016,04-30,4,0.0,0.1,12.0
전유수,2016,05-01,24,4.0,1.1,96.0
전유수,2016,05-05,34,3.0,3.0,51.0
전유수,2016,05-08,28,5.0,0.2,56.0
전유수,2016,05-11,26,2.0,2.0,52.0
전유수,2016,05-14,29,4.0,1.2,58.0
전유수,2016,05-18,12,0.0,0.2,18.0
전유수,2016,05-20,30,2.0,3.0,90.0
전유수,2016,05-22,24,4.0,1.1,72.0
전유수,2016,05-29,39,5.0,1.2,39.0
전유수,2016,06-02,24,2.0,1.2,36.0
전유수,2016,06-03,5,1.0,0.1,20.0
전유수,2016,06-07,38,3.0,2.0,57.0
전유수,2016,06-09,13,1.0,1.0,39.0
전유수,2016,06-10,22,3.0,1.0,88.0
전유수,2016,06-12,20,4.0,0.2,60.0
전유수,2016,06-16,13,0.0,1.0,19.5
전유수,2016,06-19,15,3.0,1.0,30.0
전유수,2016,06-21,18,1.0,1.1,54.0
전유수,2016,06-22,14,1.0,1.0,56.0
전유수,2016,06-25,18,1.0,1.0,36.0
전유수,2016,06-28,10,0.0,1.0,20.0
전유수,2016,06-29,14,2.0,0.1,56.0
전유수,2016,07-06,26,4.0,1.0,26.0
전유수,2016,07-09,30,3.0,1.2,60.0
전유수,2016,07-12,16,0.0,1.0,32.0
전유수,2016,07-13,11,2.0,0.0,44.0
전유수,2016,07-21,11,2.0,0.2,11.0
전유수,2016,08-11,35,1.0,2.0,35.0
전유수,2016,08-14,37,4.0,2.1,74.0
전유수,2016,08-17,17,1.0,1.1,34.0
전유수,2016,08-18,11,1.0,0.2,44.0
전유수,2016,08-19,18,2.0,0.2,72.0
전유수,2016,08-21,28,4.0,1.0,84.0
전유수,2016,08-28,18,2.0,1.0,18.0
전유수,2016,09-01,25,0.0,2.0,37.5
전유수,2016,09-02,16,2.0,1.0,64.0
전유수,2016,09-04,25,0.0,2.0,75.0
전유수,2016,09-08,17,4.0,0.1,25.5
전유수,2016,09-14,17,1.0,1.1,17.0
전유수,2016,09-15,13,1.0,1.0,52.0
전유수,2016,09-18,29,5.0,1.1,58.0
윤명준,2014,03-30,31,2.0,1.2,31.0
윤명준,2014,04-01,10,0.0,1.0,30.0
윤명준,2014,04-02,10,0.0,0.2,40.0
윤명준,2014,04-03,33,5.0,0.2,132.0
윤명준,2014,04-08,23,1.0,1.0,23.0
윤명준,2014,04-10,15,3.0,0.0,45.0
윤명준,2014,04-18,32,2.0,1.1,32.0
윤명준,2014,04-22,25,0.0,2.0,37.5
윤명준,2014,04-23,21,2.0,1.1,84.0
윤명준,2014,04-27,1,0.0,0.1,1.5
윤명준,2014,04-29,14,1.0,1.0,42.0
윤명준,2014,04-30,24,0.0,2.2,96.0
윤명준,2014,05-03,33,4.0,2.0,66.0
윤명준,2014,05-05,9,1.0,1.0,27.0
윤명준,2014,05-07,24,1.0,2.0,72.0
윤명준,2014,05-08,32,4.0,2.0,128.0
윤명준,2014,05-13,29,3.0,1.1,29.0
윤명준,2014,05-15,4,0.0,0.1,12.0
윤명준,2014,05-16,21,2.0,0.1,84.0
윤명준,2014,05-23,14,0.0,1.0,14.0
윤명준,2014,05-24,6,2.0,0.0,24.0
윤명준,2014,05-25,26,1.0,2.1,104.0
윤명준,2014,05-29,26,3.0,1.2,39.0
윤명준,2014,05-30,4,1.0,0.1,16.0
윤명준,2014,06-04,12,1.0,0.1,12.0
윤명준,2014,06-05,11,2.0,0.1,44.0
윤명준,2014,06-07,41,4.0,1.2,123.0
윤명준,2014,06-10,19,0.0,1.2,38.0
윤명준,2014,06-12,18,0.0,1.2,54.0
윤명준,2014,06-15,27,0.0,2.2,54.0
윤명준,2014,06-17,6,0.0,0.1,18.0
윤명준,2014,06-18,24,3.0,1.0,96.0
윤명준,2014,06-28,13,2.0,0.2,13.0
윤명준,2014,06-29,19,4.0,0.2,76.0
윤명준,2014,07-05,10,0.0,1.0,10.0
윤명준,2014,07-06,21,3.0,1.0,84.0
윤명준,2014,07-08,32,2.0,2.0,96.0
윤명준,2014,07-10,16,0.0,1.2,48.0
윤명준,2014,07-11,33,4.0,2.0,132.0
윤명준,2014,07-13,14,2.0,1.1,42.0
윤명준,2014,07-16,9,3.0,0.1,18.0
윤명준,2014,07-24,17,0.0,1.0,17.0
윤명준,2014,07-30,18,2.0,1.0,18.0
윤명준,2014,08-01,24,1.0,1.2,72.0
윤명준,2014,08-07,10,0.0,0.2,10.0
윤명준,2014,08-08,16,4.0,1.0,64.0
윤명준,2014,08-12,30,3.0,1.1,45.0
윤명준,2014,08-17,23,1.0,2.0,23.0
윤명준,2014,08-19,31,3.0,1.1,93.0
윤명준,2014,08-23,14,1.0,1.0,21.0
윤명준,2014,08-28,5,2.0,0.1,5.0
윤명준,2014,08-31,37,4.0,1.1,74.0
윤명준,2014,09-04,20,2.0,1.0,30.0
윤명준,2014,09-11,25,0.0,2.0,25.0
윤명준,2014,09-13,16,1.0,1.0,48.0
윤명준,2014,09-14,30,2.0,1.1,120.0
윤명준,2014,10-01,7,1.0,1.0,7.0
윤명준,2014,10-03,11,1.0,1.0,33.0
윤명준,2014,10-05,10,3.0,0.1,30.0
윤명준,2014,10-06,14,0.0,1.2,56.0
윤명준,2014,10-10,20,2.0,1.1,30.0
윤명준,2015,03-28,17,1.0,1.0,17.0
윤명준,2015,03-29,9,0.0,1.0,36.0
윤명준,2015,04-01,18,0.0,1.0,36.0
윤명준,2015,04-08,9,1.0,1.0,9.0
윤명준,2015,04-10,7,2.0,0.0,21.0
윤명준,2015,04-11,26,3.0,1.0,104.0
윤명준,2015,04-15,48,4.0,3.0,96.0
윤명준,2015,04-22,21,2.0,0.2,21.0
윤명준,2015,04-23,13,3.0,0.1,52.0
윤명준,2015,04-24,9,1.0,1.0,36.0
윤명준,2015,04-26,33,2.0,2.2,99.0
윤명준,2015,04-30,12,2.0,0.2,18.0
윤명준,2015,05-02,18,3.0,0.0,54.0
윤명준,2015,05-05,8,0.0,0.2,16.0
윤명준,2015,05-06,7,1.0,1.0,28.0
윤명준,2015,05-07,51,6.0,2.2,204.0
윤명준,2015,05-13,13,0.0,1.0,13.0
윤명준,2015,05-14,16,2.0,0.2,64.0
윤명준,2015,05-16,2,0.0,0.1,6.0
윤명준,2015,05-21,10,2.0,0.1,15.0
윤명준,2015,05-23,16,2.0,1.0,48.0
윤명준,2015,05-24,21,2.0,1.1,84.0
윤명준,2015,05-28,21,1.0,1.1,31.5
윤명준,2015,05-29,21,1.0,0.2,84.0
윤명준,2015,05-31,32,0.0,3.1,96.0
윤명준,2015,06-04,20,3.0,0.2,30.0
윤명준,2015,06-05,21,2.0,1.0,84.0
윤명준,2015,06-10,7,1.0,0.2,7.0
윤명준,2015,06-12,12,2.0,1.1,36.0
윤명준,2015,06-18,59,5.0,3.0,59.0
윤명준,2015,06-23,18,0.0,1.2,18.0
윤명준,2015,06-24,32,3.0,1.1,128.0
윤명준,2015,06-26,18,0.0,1.1,54.0
윤명준,2015,07-01,24,1.0,1.1,24.0
윤명준,2015,07-08,6,1.0,0.0,6.0
윤명준,2015,07-15,24,3.0,1.0,24.0
윤명준,2015,07-21,19,1.0,1.0,19.0
윤명준,2015,07-22,33,4.0,1.1,132.0
윤명준,2015,07-24,20,1.0,1.0,60.0
윤명준,2015,07-25,12,0.0,1.1,48.0
윤명준,2015,07-30,28,3.0,1.1,28.0
윤명준,2015,08-01,16,2.0,0.2,48.0
윤명준,2015,08-05,12,1.0,0.2,18.0
윤명준,2015,08-06,34,2.0,2.0,136.0
윤명준,2015,08-09,11,1.0,0.0,22.0
윤명준,2015,08-12,24,3.0,1.0,48.0
윤명준,2015,08-15,4,1.0,0.0,8.0
윤명준,2015,08-18,8,1.0,0.1,16.0
윤명준,2015,09-08,24,1.0,2.0,24.0
윤명준,2015,09-12,6,1.0,0.1,9.0
윤명준,2015,09-15,57,2.0,4.1,114.0
윤명준,2015,09-19,50,3.0,3.0,75.0
윤명준,2015,09-22,7,1.0,0.2,14.0
윤명준,2015,09-24,43,4.0,2.1,129.0
윤명준,2015,09-26,12,1.0,1.0,36.0
윤명준,2015,09-28,21,2.0,0.2,63.0
윤명준,2015,10-03,1,0.0,0.1,1.0
윤명준,2015,10-04,17,1.0,1.0,68.0
윤명준,2016,05-10,28,1.0,1.2,28.0
윤명준,2016,05-12,11,2.0,0.2,33.0
윤명준,2016,05-14,11,0.0,1.0,33.0
윤명준,2016,05-18,16,1.0,1.0,24.0
윤명준,2016,05-19,16,2.0,1.0,64.0
윤명준,2016,05-21,16,0.0,1.1,48.0
윤명준,2016,05-24,13,0.0,1.1,26.0
윤명준,2016,05-26,27,3.0,1.0,81.0
윤명준,2016,05-27,6,2.0,0.1,24.0
윤명준,2016,05-29,19,1.0,1.0,57.0
윤명준,2016,06-03,15,1.0,2.0,15.0
윤명준,2016,06-07,17,1.0,1.1,25.5
윤명준,2016,06-10,20,2.0,1.0,40.0
윤명준,2016,06-11,6,1.0,0.0,24.0
윤명준,2016,06-12,12,0.0,1.0,48.0
윤명준,2016,06-14,2,1.0,0.0,6.0
윤명준,2016,06-15,9,1.0,0.2,36.0
윤명준,2016,06-17,22,3.0,1.0,66.0
윤명준,2016,06-23,24,3.0,1.0,24.0
윤명준,2016,06-25,13,2.0,0.1,39.0
윤명준,2016,06-29,24,2.0,1.2,36.0
윤명준,2016,07-06,15,1.0,0.2,15.0
윤명준,2016,07-09,6,0.0,1.0,12.0
윤명준,2016,07-12,13,2.0,1.0,26.0
윤명준,2016,07-22,15,1.0,1.0,15.0
윤명준,2016,07-23,13,0.0,1.0,52.0
윤명준,2016,07-26,18,2.0,1.0,36.0
윤명준,2016,07-27,9,0.0,1.0,36.0
윤명준,2016,07-29,38,2.0,1.2,114.0
윤명준,2016,07-30,11,1.0,1.0,44.0
윤명준,2016,07-31,15,1.0,1.1,60.0
윤명준,2016,08-03,34,4.0,1.2,68.0
윤명준,2016,08-04,7,1.0,0.1,28.0
윤명준,2016,08-07,18,0.0,1.0,36.0
윤명준,2016,08-09,10,0.0,1.0,30.0
윤명준,2016,08-11,10,0.0,1.0,30.0
윤명준,2016,08-12,12,3.0,0.0,48.0
윤명준,2016,08-14,24,1.0,2.0,72.0
윤명준,2016,08-17,10,0.0,1.1,20.0
윤명준,2016,08-18,10,1.0,1.0,40.0
윤명준,2016,08-23,16,1.0,1.0,16.0
윤명준,2016,08-27,21,1.0,1.1,31.5
윤명준,2016,08-28,11,2.0,0.1,44.0
윤명준,2016,08-30,20,0.0,1.2,60.0
윤명준,2016,09-02,13,2.0,0.0,26.0
윤명준,2016,09-08,15,0.0,1.0,15.0
윤명준,2016,09-11,21,1.0,1.2,42.0
윤명준,2016,09-13,14,0.0,1.0,42.0
윤명준,2016,09-15,17,2.0,1.0,51.0
윤명준,2016,09-16,12,0.0,1.0,48.0
윤명준,2016,09-18,19,1.0,1.0,57.0
윤명준,2016,09-22,23,2.0,2.0,34.5
윤명준,2016,09-27,20,1.0,1.1,20.0
윤명준,2016,09-28,25,2.0,1.1,100.0
윤명준,2016,10-03,26,4.0,1.0,26.0
심창민,2014,03-29,10,1.0,0.2,10.0
심창민,2014,04-01,9,0.0,0.2,18.0
심창민,2014,04-06,17,0.0,2.0,17.0
심창민,2014,04-11,18,1.0,1.0,18.0
심창민,2014,04-12,34,4.0,1.2,136.0
심창민,2014,04-18,4,0.0,0.1,4.0
심창민,2014,04-20,18,0.0,1.0,54.0
심창민,2014,04-23,23,1.0,1.1,46.0
심창민,2014,04-24,11,3.0,0.0,44.0
심창민,2014,05-03,10,0.0,0.2,10.0
심창민,2014,05-04,5,0.0,0.1,20.0
심창민,2014,05-06,8,1.0,0.1,24.0
심창민,2014,05-10,22,4.0,0.1,33.0
심창민,2014,05-11,30,3.0,0.2,120.0
심창민,2014,05-13,13,0.0,1.0,39.0
심창민,2014,05-15,19,1.0,1.0,57.0
심창민,2014,05-18,16,0.0,1.1,32.0
심창민,2014,05-20,22,3.0,1.0,66.0
심창민,2014,05-22,10,1.0,0.2,30.0
심창민,2014,05-23,23,1.0,2.0,92.0
심창민,2014,05-28,2,1.0,0.1,2.0
심창민,2014,06-04,35,4.0,1.0,35.0
심창민,2014,06-05,16,3.0,0.2,64.0
심창민,2014,06-07,17,2.0,1.0,51.0
심창민,2014,06-12,16,2.0,0.2,16.0
심창민,2014,06-13,10,2.0,0.1,40.0
심창민,2014,06-14,2,0.0,0.1,8.0
심창민,2014,06-15,7,1.0,0.1,28.0
심창민,2014,06-18,12,0.0,0.2,24.0
심창민,2014,06-24,28,1.0,1.2,28.0
심창민,2014,06-29,23,1.0,1.0,23.0
심창민,2014,07-04,8,1.0,0.0,8.0
심창민,2014,07-08,1,0.0,0.1,1.5
심창민,2014,07-09,10,1.0,0.1,40.0
심창민,2014,07-10,8,1.0,0.0,32.0
심창민,2014,07-12,9,1.0,0.2,27.0
심창민,2014,07-13,25,1.0,1.1,100.0
심창민,2014,07-16,7,0.0,0.1,14.0
심창민,2014,07-23,39,4.0,1.1,39.0
심창민,2014,07-27,20,1.0,1.0,30.0
심창민,2014,07-29,2,1.0,0.0,6.0
심창민,2014,08-01,19,3.0,0.1,38.0
심창민,2014,08-06,7,0.0,0.1,7.0
심창민,2014,08-08,32,2.0,1.1,96.0
심창민,2014,08-11,15,2.0,0.1,30.0
심창민,2014,08-15,7,2.0,0.2,10.5
심창민,2014,08-22,16,1.0,1.0,16.0
심창민,2014,08-24,14,2.0,0.1,42.0
심창민,2014,08-26,18,2.0,0.1,54.0
심창민,2014,09-11,1,0.0,0.1,1.0
심창민,2014,09-12,17,1.0,1.0,68.0
심창민,2014,09-14,17,1.0,1.0,51.0
심창민,2014,11-04,23,1.0,1.1,23.0
심창민,2014,11-08,4,0.0,0.1,6.0
심창민,2014,11-11,22,0.0,1.0,44.0
심창민,2015,04-21,10,0.0,1.0,10.0
심창민,2015,04-22,2,0.0,0.1,8.0
심창민,2015,04-24,17,0.0,1.1,51.0
심창민,2015,04-28,13,0.0,1.0,19.5
심창민,2015,04-29,15,0.0,1.0,60.0
심창민,2015,05-02,7,0.0,0.2,14.0
심창민,2015,05-05,24,2.0,1.0,48.0
심창민,2015,05-07,25,1.0,1.2,75.0
심창민,2015,05-10,27,1.0,1.2,54.0
심창민,2015,05-12,15,1.0,1.0,45.0
심창민,2015,05-15,15,0.0,1.1,30.0
심창민,2015,05-16,10,2.0,0.1,40.0
심창민,2015,05-21,22,0.0,1.2,22.0
심창민,2015,05-23,23,1.0,1.0,69.0
심창민,2015,05-26,18,1.0,1.0,36.0
심창민,2015,05-28,25,4.0,1.0,75.0
심창민,2015,05-31,9,0.0,1.0,18.0
심창민,2015,06-02,23,1.0,1.2,69.0
심창민,2015,06-06,31,1.0,1.0,46.5
심창민,2015,06-09,22,3.0,1.0,44.0
심창민,2015,06-13,28,1.0,1.2,42.0
심창민,2015,06-16,10,0.0,0.2,20.0
심창민,2015,06-17,30,3.0,1.1,120.0
심창민,2015,06-19,13,0.0,1.0,39.0
심창민,2015,07-14,26,2.0,1.0,26.0
심창민,2015,07-15,11,1.0,0.2,44.0
심창민,2015,07-16,25,2.0,1.1,100.0
심창민,2015,07-21,22,2.0,2.0,22.0
심창민,2015,07-22,20,1.0,1.0,80.0
심창민,2015,07-24,21,1.0,1.0,63.0
심창민,2015,07-26,6,1.0,0.1,18.0
심창민,2015,07-29,15,0.0,1.1,30.0
심창민,2015,07-30,11,1.0,0.2,44.0
심창민,2015,08-01,15,4.0,0.2,45.0
심창민,2015,08-04,33,3.0,1.2,66.0
심창민,2015,08-06,27,3.0,1.1,81.0
심창민,2015,08-09,24,2.0,1.0,48.0
심창민,2015,08-11,19,2.0,0.2,57.0
심창민,2015,08-15,13,0.0,1.0,19.5
심창민,2015,08-16,8,0.0,1.0,32.0
심창민,2015,08-18,18,0.0,1.0,54.0
심창민,2015,08-19,6,0.0,1.0,24.0
심창민,2015,08-21,15,2.0,0.2,45.0
심창민,2015,08-22,13,0.0,1.0,52.0
심창민,2015,08-26,26,4.0,1.0,39.0
심창민,2015,08-27,10,0.0,0.2,40.0
심창민,2015,08-28,16,1.0,0.1,64.0
심창민,2015,08-30,37,2.0,2.1,111.0
심창민,2015,09-05,20,4.0,1.0,20.0
심창민,2015,09-09,20,1.0,1.1,30.0
심창민,2015,09-10,8,2.0,0.1,32.0
심창민,2015,09-11,11,1.0,0.2,44.0
심창민,2015,09-13,31,1.0,2.0,93.0
심창민,2015,09-16,14,1.0,1.1,28.0
심창민,2015,09-17,23,1.0,1.1,92.0
심창민,2015,09-18,11,0.0,1.0,44.0
심창민,2015,09-20,21,4.0,0.2,63.0
심창민,2015,09-24,32,2.0,2.0,48.0
심창민,2015,09-26,36,2.0,1.2,108.0
심창민,2015,09-29,37,3.0,2.0,74.0
심창민,2015,10-03,15,0.0,1.0,22.5
심창민,2016,04-02,32,2.0,1.2,32.0
심창민,2016,04-07,21,1.0,1.0,21.0
심창민,2016,04-10,16,1.0,1.0,32.0
심창민,2016,04-14,10,3.0,0.0,15.0
심창민,2016,04-17,25,3.0,1.0,50.0
심창민,2016,04-28,6,1.0,0.1,6.0
심창민,2016,04-29,19,1.0,1.0,76.0
심창민,2016,04-30,18,1.0,1.0,72.0
심창민,2016,05-05,10,0.0,1.0,10.0
심창민,2016,05-06,14,0.0,1.0,56.0
심창민,2016,05-08,48,3.0,2.2,144.0
심창민,2016,05-12,22,0.0,1.1,33.0
심창민,2016,05-15,9,0.0,0.2,18.0
심창민,2016,05-17,21,0.0,2.0,63.0
심창민,2016,05-22,36,3.0,2.0,36.0
심창민,2016,05-25,35,3.0,1.2,70.0
심창민,2016,05-29,22,3.0,1.0,33.0
심창민,2016,05-31,7,1.0,1.0,21.0
심창민,2016,06-03,61,4.0,3.1,122.0
심창민,2016,06-05,23,2.0,1.1,69.0
심창민,2016,06-07,25,1.0,1.0,75.0
심창민,2016,06-11,32,2.0,1.1,48.0
심창민,2016,06-17,27,2.0,1.2,27.0
심창민,2016,06-19,19,1.0,1.0,57.0
심창민,2016,06-23,21,1.0,1.2,31.5
심창민,2016,06-25,39,5.0,2.0,117.0
심창민,2016,06-26,7,0.0,0.1,28.0
심창민,2016,06-28,20,1.0,1.0,60.0
심창민,2016,06-29,23,3.0,0.1,92.0
심창민,2016,06-30,31,4.0,0.2,124.0
심창민,2016,07-05,12,1.0,0.2,12.0
심창민,2016,07-07,16,1.0,1.0,48.0
심창민,2016,07-09,34,1.0,2.1,102.0
심창민,2016,07-12,11,0.0,1.0,22.0
심창민,2016,07-13,27,3.0,1.1,108.0
심창민,2016,07-14,33,1.0,2.0,132.0
심창민,2016,07-20,10,0.0,1.0,10.0
심창민,2016,07-21,16,2.0,1.0,64.0
심창민,2016,07-24,11,0.0,1.0,22.0
심창민,2016,07-27,19,1.0,1.0,38.0
심창민,2016,07-28,16,2.0,0.2,64.0
심창민,2016,07-29,24,0.0,2.2,96.0
심창민,2016,08-04,12,1.0,0.2,12.0
심창민,2016,08-05,6,0.0,0.2,24.0
심창민,2016,08-07,14,1.0,0.2,42.0
심창민,2016,09-01,9,0.0,1.0,9.0
심창민,2016,09-04,30,3.0,1.1,60.0
심창민,2016,09-08,28,1.0,1.0,42.0
심창민,2016,09-09,9,0.0,1.0,36.0
심창민,2016,09-10,16,0.0,1.0,64.0
심창민,2016,09-11,20,1.0,1.1,80.0
심창민,2016,09-13,27,4.0,1.0,81.0
심창민,2016,09-14,5,0.0,1.0,20.0
심창민,2016,09-15,6,0.0,0.1,24.0
심창민,2016,09-17,24,1.0,2.0,72.0
심창민,2016,09-21,24,3.0,1.0,36.0
심창민,2016,09-23,18,2.0,1.0,54.0
심창민,2016,09-25,22,1.0,1.0,66.0
심창민,2016,09-27,15,2.0,1.0,45.0
심창민,2016,10-04,25,1.0,1.1,25.0
심창민,2016,10-06,11,0.0,1.0,33.0
심창민,2016,10-08,5,0.0,0.2,15.0
손승락,2014,03-30,12,3.0,0.1,12.0
손승락,2014,04-03,20,1.0,1.0,30.0
손승락,2014,04-05,14,1.0,1.0,42.0
손승락,2014,04-06,17,3.0,0.1,68.0
손승락,2014,04-08,12,1.0,1.0,36.0
손승락,2014,04-09,10,0.0,1.0,40.0
손승락,2014,04-10,7,1.0,0.1,28.0
손승락,2014,04-11,14,0.0,1.0,56.0
손승락,2014,04-13,20,2.0,1.0,60.0
손승락,2014,04-15,19,1.0,1.0,57.0
손승락,2014,04-16,16,1.0,1.0,64.0
손승락,2014,04-26,9,0.0,1.0,9.0
손승락,2014,04-29,8,1.0,1.0,16.0
손승락,2014,05-01,17,3.0,1.0,51.0
손승락,2014,05-03,15,0.0,1.1,45.0
손승락,2014,05-04,14,2.0,1.0,56.0
손승락,2014,05-08,10,0.0,1.0,15.0
손승락,2014,05-09,5,1.0,1.0,20.0
손승락,2014,05-18,3,0.0,0.1,3.0
손승락,2014,05-20,19,0.0,1.1,57.0
손승락,2014,05-24,5,0.0,0.2,7.5
손승락,2014,05-28,25,2.0,1.0,37.5
손승락,2014,06-01,20,1.0,1.1,30.0
손승락,2014,06-07,23,2.0,1.1,23.0
손승락,2014,06-08,34,5.0,1.0,136.0
손승락,2014,06-19,21,2.0,1.0,21.0
손승락,2014,06-20,16,2.0,1.0,64.0
손승락,2014,06-21,12,0.0,1.0,48.0
손승락,2014,06-24,29,3.0,1.0,58.0
손승락,2014,06-29,18,0.0,1.0,18.0
손승락,2014,07-03,19,0.0,1.1,28.5
손승락,2014,07-05,16,0.0,1.0,48.0
손승락,2014,07-06,20,3.0,1.0,80.0
손승락,2014,07-11,7,0.0,1.0,7.0
손승락,2014,07-16,20,3.0,1.0,20.0
손승락,2014,07-27,13,1.0,1.0,13.0
손승락,2014,07-28,15,0.0,1.0,60.0
손승락,2014,07-30,19,2.0,1.0,57.0
손승락,2014,08-02,7,1.0,1.0,14.0
손승락,2014,08-05,18,0.0,1.0,36.0
손승락,2014,08-07,15,0.0,1.0,45.0
손승락,2014,08-09,18,1.0,1.0,54.0
손승락,2014,08-11,19,3.0,0.2,57.0
손승락,2014,08-13,13,0.0,1.0,39.0
